customer_tweet_id,customer_text,brand_tweet_id,brand_reply_text,created_at
1252203,"@AmazonHelp haven't got the cashback for the 1st Recharge via Amazon pay, it's being 15 days now, the recharge was meant for @120602",1252201,@413738 Apologies for the delay. May I know if you've reported this to our support team? ^EM,Thu Oct 26 04:52:35 +0000 2017
2804319,@AmazonHelp 毎週お世話になってます🙏🙏,2804321,@782199 これからもよろしくお願いいたします！！🙏🙏🙏✨✨,Wed Nov 22 02:34:37 +0000 2017
2608096,"@AmazonHelp No message, just a blank screen. Was working fine then just stopped. Is working on iPad just not tv",2608098,@737745 Have you checked for software/firmware updates? Other troubleshooting steps can be found here: https://t.co/FWB4Swd4IW ^AM,Mon Oct 30 21:58:25 +0000 2017
2830675,"Pre-orders are all well and good, @115830, but not when you immediately go out of stock of that item... and then won’t allow the order to be cancelled! https://t.co/lwpqSPVHGb",2830673,"@788217 HI, I'm sorry to hear of this. Could you try another browser and let us know if you encounter the same issue? ^KI",Mon Nov 27 12:59:26 +0000 2017
2470068,@AmazonHelp Please find all details of order no. 405-3693108-4127531.,2470067,@706547 We'll not be able to check your information over Twitter. We'd like to know more about  this. Kindly share your details here: https://t.co/beaaDm0muc . Please don't provide your order details as we consider it to be personal info. Our page is visible to the public. ^GK,Wed Nov 15 10:58:30 +0000 2017
1477275,"@AmazonHelp The advisor said it was a duplicated order and they'd resolve it, but it's still showing ... https://t.co/ilOLeYn8J7",1477277,"@182725 Thanks for the update. To confirm that this has been resolved, please contact us here: https://t.co/bDe2KyL3RU ^SE",Mon Oct 16 21:16:03 +0000 2017
62415,@117086 EU TE VENEROOOOOO MEUS LIVROS JÁ CHEGARAM SCRR,62414,"@130298 Oi verô, que felicidade! 😍 Quais livros você comprou? ^AZ",Sat Nov 25 16:28:38 +0000 2017
547962,@115851 @115821 Amanda in your leadership team in your Oregon call center cost you a customer. Everything is canceled. Great Job Amazon!,547961,"@147716 Eric, I'm sorry for the experience you've had and we want to help! Would you please give us the details of what happened? Also, please refrain from providing personal or account details. ^MW",Sat Dec 02 17:52:35 +0000 2017
2529310,"@116618 can you please let us buffer the video? I let the web page open for an hour, hoping the little HD icon would light up, in vain. I don't wanna watch content in 360p under the pretense that my internet connection is too slow for 1080p stream without buffer.",2529309,"@720103 Thanks for reaching out. We're here to help! Have you tried the troubleshooting steps listed here: https://t.co/HePT2g8air 

-Susan T.",Thu Nov 16 06:09:49 +0000 2017
1668879,@117086 e @263285 faz um aplicativo fora da Playstore com suporte ao Android TV ou começa a vender o Firestick por aqui também.,1668878,"@508184 Ricardo, ainda não temos previsão mas suas sugestões nos ajudarão a melhorar nossa loja ^VL",Mon Nov 06 12:24:32 +0000 2017
2671599,"@AmazonHelp My mobile number listed is 9673101122, but u can reach me on 9818601122",2671601,@120032 Thanks for the heads-up! Did you happen to share your preference on the link provided earlier? (1/2),Tue Oct 31 11:32:27 +0000 2017
1243790,@115821 one question. If i buy Amazon Fire HD Tablet with Special Offers I can in the future pay 10 more GBP to remove ads? #Amazon #FireHD,1243788,@411802 You'll have the option to remove Special Offers for a 10GBP fee whenever you'd like! More info here: https://t.co/muPVkgX9JY ^WT,Wed Oct 25 23:14:51 +0000 2017
2884194,@AmazonHelp I guess you asking me wasn't to actually help me. Maybe it was just to make the appearance of helping me?,2884196,"@800073 Unfortunately we do not have access to your account or details via Twitter, but we'd still like to help! Please reach out to us here: https://t.co/JzP7hlA23B so we can look into this together.  -Shal C.",Tue Nov 28 16:37:58 +0000 2017
2922466,@AmazonHelp (ಠ_ಠ) Didnt realize your couriers needed reminders about basic fire safety.,2922468,@808782 Please contact us here via phone or chat so we can look into this with you: https://t.co/dNXwBZPiM6 ^GG,Wed Nov 29 02:17:04 +0000 2017
1613582,"@115850 Need help, with the status on two refunds. Been a month already since I sent the shipment back. Thanks.",1613579,"@495001 Did you happen to report this to our support team? If not, do report it here: https://t.co/vlvfJr4nN9 (2/2) ^GD",Sun Nov 05 12:38:53 +0000 2017
2718032,"@ AmazonFR paid for 22 quantities of VR Headset received confirmation, but only 1 delivered",2718031,"@762842 Hello, sorry for that. Since we don't have access to your account from Twitter, please reach our CS in order to check that for you.
^ARC",Mon Nov 20 07:31:42 +0000 2017
2132832,"@AmazonHelp Says looks like it's lost, check the the options below. But there aren't any!",2132830,@627582 Oh dear! We are here to help! What options do you see? ^AD,Wed Nov 08 20:14:06 +0000 2017
2317797,割と長い期間Amazonのプライム会員だけど、本の読み放題あるの今知った。,2317795,@671966 Amazonプライムをご利用いただき、ありがとうございます。様々な特典がございますので、ぜひご活用ください！ https://t.co/k5lbncHlKO EK,Mon Nov 13 09:29:11 +0000 2017
1416745,@AmazonHelp But can not understand the cause of delay,1416746,@393025 Kindly revert to the correspondence which you have received from us and we will assist you further. ^SM,Mon Oct 16 18:48:59 +0000 2017
2511569,When nothing you’ve ordered on #AmazonPrime in the past month has actually arrived in two-days. Am I seriously the only one? @115821 https://t.co/Jy0Bin02Cr,2511567,"@715852 This isn't what we like to hear! Just to confirm, are the orders missing the delivery dates provided: https://t.co/Y5jpI9gRhE?  ^EP",Wed Nov 15 23:02:19 +0000 2017
2816293,@AmazonHelp ordered a JBL CHARGE3 on Black Friday. Unplugged it the first time it does this help!  @164902 maybe you can help too?  I don’t want a return just a new cord. https://t.co/UbEAakQCcI,2816291,@547100 So sorry for the trouble! We're here to help! Have you had the chance to look into available options here: https://t.co/eVeMpO7mHH? ^VB,Mon Nov 27 03:38:19 +0000 2017
2678794,@AmazonHelp Dans ce cas annulez ma commande et remboursez moi,2678795,@753784 Vous avez la possibilité d'annuler une commande depuis votre compte via: https://t.co/9Bgwmkd3v3 ou en contactant notre SAV ^KE,Tue Oct 31 15:35:26 +0000 2017
1189739,"@AmazonHelp @115850 Can I know why the pickup is cancelled??
I am done with this bullshit despite you guys apologizing for yesterday's behavior.
Call me. https://t.co/l6JqgynyH0",1189741,"@120780 As this is a social media platform, we can't view your order details. Please share your (1/2)^HR",Thu Oct 26 08:34:50 +0000 2017
2891947,@115821 I need help! I scanned a $50 gift card on my phone 11/23 and it’s not noted on my account. I noticed yesterday when I went to make a purchase. I sent emails and to no avail. Please help.,2891945,@801640 I'm sorry about the trouble with the Gift Card. We're happy to look into this. Please contact us by phone/chat for real-time help here: https://t.co/hApLpMlfHN ^LI,Tue Nov 28 14:48:20 +0000 2017
386478,"@115850 @AmazonHelp @115821 - Order# 408-3265294-3245900,I haven't recevied my product yet, nobody is giving the date ,i am a prime member",386477,@207490 as we consider it to be personal info. Our Twitter page is public. (3/3) ^ST,Mon Oct 09 12:51:49 +0000 2017
1774116,@AmazonHelp I have shared the required details. Please resolve the issue ASAP,1774117,@533178 We have received your details. We'll work on it and get back to you with an update. ^SB,Wed Nov 08 04:44:44 +0000 2017
1009206,"@AmazonHelp Just spoke with your representative and found him 'rude' which is 'silly', and never expected this from the professionals like u @115850",1009208,@344471 The resolution we provide is the best possible solution. I'm afraid (1/2)^HR,Mon Oct 23 08:50:34 +0000 2017
1572817,"@AmazonHelp Hello Team, Return order request has not been done yet. Please help. Urgent..",1572815,@214881 Apologies for any trouble. Have you tried reporting this to our support team here: https://t.co/2t6DQoUmNZ ? ^AB,Tue Oct 17 06:10:16 +0000 2017
2355264,"So if you lost my #kindle how exactly was it returned @115821, Also why do you think my home is a business. Also, why did you say I was closed because today is a holiday? Do I owe myself holiday pay? #Curious https://t.co/ig2otyw5Lw",2355263,@680444 I'm sorry to see it was returned. We'd be happy to look into this with you here: https://t.co/EKXRLsnxJu ^AF,Mon Nov 13 18:56:28 +0000 2017
2220064,"@AmazonHelp Haven't received yet? I guess I have to cancel this order. I have to give to a friend who is leaving tomorrow morning. If its not delivered today, I would be forced to cancel this order.",2220063,@648464 I've checked and we haven't received your details yet to work on this. Please fill in your details in the link provided earlier and let us know. We'll check and reach out to you accordingly. ^VN,Fri Nov 10 11:59:04 +0000 2017
561656,@AmazonHelp It was amazon. AMZL US,561657,@251434 We want to investigate this further with you. Please reach out to us using this secure link: https://t.co/Qzpl2PoJVc ^GR,Sat Dec 02 23:18:54 +0000 2017
1712586,If @115821 leaves another one of my packages outside unattended I’m going to stop ordering from them @AmazonHelp,1712584,"@518727 I understand your concern, Michael. Is there a specific carrier you're having issues with regarding delivery? ^SK",Tue Nov 07 02:10:31 +0000 2017
970283,"@AmazonHelp I will never advise any of my known people to buy a single thing from Amazon. Even it's offered for free. Really absurd, arrogant attitude.",970285,@350255 placing an order. Request you to wait until the time frame mentioned for the order. (2/2) ^GK,Sun Oct 22 07:47:13 +0000 2017
2402381,"@AmazonHelp it was DPD I’ve had pantry boxes before always secure, I’ll need to reorder but I’m not paying delivery again",2402382,@691158 I can certainly understand that. Please reach out to us with the link provided  by ^NC  and we will do our best to help. ^CR,Tue Nov 14 14:16:25 +0000 2017
752409,@AmazonHelp This came up so I emailed the email address on the website to send proof and that is what failed to send https://t.co/bWem9XFFQm,752411,"@299829 Ahhh, I see. Definitely interesting! What happened when you clicked the ""Click here"" hyperlink? ^SA",Wed Oct 11 14:19:40 +0000 2017
2329608,@AmazonHelp Also promised a refund for missing order but no email confirmation yet,2329610,"@674517 I understand your concern. Could you tell us which website your order was placed on? (.com, .co.uk, .com.br, etc.) ^GM",Fri Oct 20 02:02:47 +0000 2017
2708442,Amazonプライムにも入会してしまったのでますます視聴がおっつかない,2708441,@760575 ご登録いただきありがとうございました(*'▽') EK,Mon Nov 20 00:42:45 +0000 2017
723279,@AmazonHelp No. it just diappears.,723280,"@293194 We don't have a notification for the shopping list. If you place an order with unavailable items, you'll receive an e-mail. ^AC",Wed Oct 11 19:42:28 +0000 2017
888415,@AmazonHelp I appreciate your response. We posted the same on your page just to bring it in to your notice and swift action only as we are frustrated enough by the system,888416,"@330936 We'd like to take closer look at this. Kindly fill in your details here: https://t.co/GIJyeYqKE0, and I'll look into it. ^NR",Sat Nov 25 17:22:15 +0000 2017
2240674,"@AmazonHelp thank u amazon not to deliver my product on time.
Again missed delivery date",2240673,@183935 That was definitely not intended and we apologize for the delay. Allow our support team to make things right for you. You can report this here: https://t.co/R3EfhzgU8B ^CB.,Fri Nov 10 15:25:11 +0000 2017
505782,@AmazonHelp Vendido x Amazon EU,505784,"@236022 Comprendo, Clemente. Para logar revisar lo que está sucediendo con la entrega de tu pedido, puedes contactar a nuestro departamento de Servicio al Cliente en el siguiente enlace: https://t.co/OjvUxwnzPe. ^AA",Fri Dec 01 21:24:44 +0000 2017
120273,Thanks to @116935 for an easy-to-use and fast-connection iOS App! #BehindTheSmile,120272,@142702 You're welcome! We love hearing your feedback. You made our day!!! 🎹🎶🎸 ^JN,Thu Nov 23 22:31:01 +0000 2017
2212009,"@117795 really don't like when your couriers lie about accessing my location that has no security gate.  My son has allergies, I order his food from you.  Now he has to wait bc your courier doesn't know how to Google map. Or call us if lost. Thx",2212007,@646513 I'm sorry you haven't received your order. We'd like to look into this with you. Please send more details here: https://t.co/CnmHsc1aqB ^CL,Fri Nov 10 05:04:58 +0000 2017
320882,@AmazonHelp @115850 trimmer and bedsheet means the same ! I can keep the bedsheet if it's a Diwali gift but send me the trimmer I had ordered ASAP. https://t.co/KbQKMv8sxX,320884,"@192448 That's wishful thinking, isn't it? We'd want you to have your trimmer, hope you've requested a replacement for your order? ^JC",Sat Oct 07 12:38:33 +0000 2017
535083,@AmazonHelp 人工知能と疑ってすみませんでした。丁寧なリプライ心に響きました。遅い時間までお疲れ様です。頑張ってください。,535085,"@243946 とんでもないことです！いつもAmazonをご覧いただきありがとうございます🙇　サイバーマンデーをお楽しみにしていただき、うれしく思っております。ぜひご期待くださいませ😊
夜分にリプライを失礼いたしました。HM",Sat Dec 02 12:47:30 +0000 2017
814214,@115850 Surprised that @118702 @122951 delivers every product in 620024 but you don't,814213,"@313935 We certainly don't want to let down our customers, I'll ensure to pass your feedback internally ^SM (1/2)",Fri Oct 20 16:50:43 +0000 2017
281979,@AmazonHelp Your product wich is in pic looks diffrent nd we receve is diffrent and also a color we cannt cancle this bcz i m live in dakor gujarat,281981,@183175 Apologies for the inconvenience. Request you to get in touch with our support team here : https://t.co/TdDksLo6Mf.^SK,Fri Oct 06 14:19:53 +0000 2017
2870730,Way to go @115821 for just throwing my stuff in a box with no packing material and with everything out of the wrappers. #goodjob https://t.co/lVMo6vFahI,2870728,@797126 We're always looking for ways to improve! Packaging feedback can be submitted to our shipping team here: https://t.co/2AGESmC8t0 ^ML,Tue Nov 28 02:07:28 +0000 2017
384166,@AmazonHelp Pl tell me delivery date,384167,@185376 We've sent you a correspondence here: https://t.co/ubzNHWZvL2 Kindly check. ^SG,Mon Oct 09 14:33:05 +0000 2017
1283798,@AmazonHelp Una ayer y hoy mismo he puesto otra.,1283800,@210099 ¿Qué te informaron nuestros compañeros de Servicio al Cliente? ^HC,Thu Oct 26 18:15:21 +0000 2017
300502,@AmazonHelp already been on the phone to customer support still fuming with you cancelling my prime membership disgusting behaviour,300500,"@187547 Thanks for confirming. When you spoke to us, what options/information did we provide? ^BH",Fri Oct 06 20:29:59 +0000 2017
2679227,@AmazonHelp não,2679228,"@624553 Entendi. No caso, Rosa, ficamos no aguardo dos seus dados. ^LG",Tue Oct 31 18:19:15 +0000 2017
1434066,"@123813 existe mes de prueba? La competencia es pésima, pero dicen que ""más vale malo conocido...""",1434067,"@452965 Hola Oscar. Inscribiéndote al período de prueba gratis de Amazon Prime, puedes disfrutar de Prime Video, pues este es un (1/2)",Thu Nov 02 22:18:57 +0000 2017
490547,@115821 why is the Alexa app moving so slow today ?,490546,@231857 Have you checked your connection and perhaps turned your device off and on again to see if that helps? ^BD,Fri Dec 01 16:40:57 +0000 2017
1558898,i'm crying my amazon package was supposed to arrive at 9 and it's def 9:20,1558897,@481768 I'm sorry for the wait! Will you tell us which carrier is shown for your order here: https://t.co/Y5jpI9gRhE? ^DW,Tue Oct 17 04:20:46 +0000 2017
348953,@AmazonHelp Like I mentioned in my first tweet I was assured and sent an email confirmation but still I keep receiving the product every 2 months. Not sure if its a bug in your systems that my order is not getting updated,348955,"@199061 Sorry to hear that, please contact us by phone or chat once more here: https://t.co/hApLpM3Ejd to discuss this with an agent.^JJ",Sun Oct 08 08:18:39 +0000 2017
1869767,"@AmazonHelp My card was already charged, but the status says ""shipping soon"". I am concerned that if my order hasn't even been shipped, then how will it be delivered by the date Amazon sets? But I will wait until the 10th to see if my order gets home.",1869769,"@558450 We aim to meet our delivery date. If you don't receive your package on estimated delivery date, please get back to us. ^LH",Wed Nov 08 05:26:22 +0000 2017
973570,"@115851 @AmazonHelp Why is @115850 promoting and selling spurious/counterfeit items? No answer to queries to them. Does Amazon encourage selling counterfeits? In India, this is illegal. https://t.co/9eXMnsrn99",973569,@126724 received a below par product or doubt the genuineness we suggest you to fill details here:  https://t.co/GIJyeYqKE0. (2/2) ^GS,Sun Oct 22 08:57:08 +0000 2017
1445350,You pay for an Amazon Prime membership and this is where your packages are left whilst you’re at work 😤 #NotImpressed @115830 https://t.co/UEvbve6G0I,1445348,@455397 I'm sorry to see the way your package was delivered! Will you confirm the carrier listed here: https://t.co/aaDyEz1VgE ^HC,Mon Oct 16 19:19:19 +0000 2017
1380693,@115821 wanna tell me why the order I placed yesterday w/1-day shipping isn’t scheduled 2 arrive until Wed? GRANDDAUGHTER B-DAY &amp; u SUCK,1380691,@441383 I'm sorry for the wait. Some items aren't able to ship immediately. Was the date given on the confirmation e-mail missed? ^AN,Mon Nov 06 22:46:12 +0000 2017
1302305,"@115850 #AmazonNow has some rude representatives 😷
Pathetic! Send a substitute and later argue nonsense without  getting facts right!",1302304,@170989 That's quite a feedback. I shall forrward your feedback to the concerned team and get it reviewed. ^HR,Mon Oct 16 09:11:29 +0000 2017
990743,@AmazonHelp Again my another order with  Order ID: #405-0991980-9519516 cancelled without my concern why amazon provide offers during great indian sale?,990746,"@354687 I understand your concern that your order is cancelled without your knowledge, I'd request you ^SM (1/2)",Tue Oct 24 19:09:56 +0000 2017
873862,@AmazonHelp I'm trying to watch 12 Chairs on prime but the subtitles are about a minute off to the words. Is it an issue on my end or yours,873860,"@327462 Hmmm, lets work together here to find out! Have you tried uninstalling the app and re-installing it? Let us know! ^SA",Fri Oct 20 20:32:35 +0000 2017
1750492,What's the point of subscribing to @115830 Prime if it keeps failing to meet its one day delivery promise? Then being told to wait another few days for it to turn up. Rubbish.,1750491,@527527 I'm sorry for the delay. We want to make sure you receive your order by your new delivery date. Please keep us posted. ^RA,Tue Nov 07 17:57:18 +0000 2017
475137,@AmazonHelp A just need acces to my account why are you lot making this so hard for me,475138,"@228071 We aren't able to access your account via Twitter to see what the exact issue is, but normally you should be sent an e-mail requesting either payment or address verification. Have you received an e-mail like this, or was this mentioned when we spoke on the phone? ^LB",Fri Dec 01 13:44:45 +0000 2017
546366,"@AmazonHelp Num: CR0000301163
En transit
Livraison avant 20h",546367,"@247048 Si vous ne recevez pas votre colis d'ici 20 h, merci de le signaler à notre SAV afin d'y remédier je vous prie via le lien suivant: https://t.co/hgIrz98cdI ^BR",Sat Dec 02 17:48:22 +0000 2017
2571783,"@AmazonHelp @115830  Can you please quote the definition of ""Guaranteed delivery"" please?What's the point in prime if you fail to deliver?",2571781,"@729287 I'm sorry to hear we've let you down, Hardeep! Does tracking show the parcel is out for delivery? Have we missed our mark? ^CS",Mon Oct 30 17:35:53 +0000 2017
1043021,@AmazonHelp Could I get a message please? I’ve got a complaint to make,1043020,@366643 Hi Ant. You can get in touch with us to lodge your complaint via this link: https://t.co/JzP7hlA23B ^DC,Wed Nov 01 12:52:16 +0000 2017
1710386,@AmazonHelp See line extra 3000 off on this mobile,1710389,@169186 and with time. Kindly refer the link: https://t.co/sfTQc3Ex7D for more information. (2/2) ^MO,Tue Oct 17 18:16:23 +0000 2017
710630,"@115821 Today it was @81 , the gear I got yesterday was @115817",711134,@289932 Have you had the time to reach out to each of the carriers and set preferences on your deliveries? ^MH,Tue Oct 10 21:26:39 +0000 2017
1490162,.@AmazonHelp Pre-ordered @123473 @466085 #Slobberkocker a month ago. Now I've been told it won't be dispatched until DECEMBER! Why?,1490160,"@466084 Sorry to hear this. Was a reason mentioned for the delay? Did you receive an email? Also, check your junk/spam folder. ^PK",Fri Nov 03 09:19:09 +0000 2017
422033,"@AmazonHelp Ist aktiviert, funktioniert aber nicht. Heute wieder 2x😩  Kam bisher nur 1x an, bei einer Bestellung von Amazon USA. Geht auch anderen so. 🙁",422032,"@215529 Dann, wie vorgeschlagen, bitte im Kundenservice melden: https://t.co/cDHy5WiCek Liebe Grüße ^MF",Tue Oct 10 09:20:11 +0000 2017
1369958,@115850 @115850 I am expecting a quick response,1369956,@438881 Please use the following link to connect with our support team : https://t.co/vlvfJr4nN9 and we'll be glad to help. ^SK,Mon Oct 16 15:04:19 +0000 2017
244076,"@115850 Return pick is not as per date schedule.
Unsatisfied with Amazon service.pin394601 __email__",244077,@173981 I'm sorry for the hassle. Please reach out to us at: https://t.co/vlvfJr4nN9 we'll check it for you. (1/2)^AU,Thu Oct 05 14:43:44 +0000 2017
1132127,@AmazonHelp I don't think it's anything nefarious but I get constant order and shipping confirmations for things I didn't buy which is super annoying,1132130,@386770 Gotcha! Reach out to us again here: https://t.co/hApLpMlfHN and we can look into this further with you. ^TK,Tue Oct 24 12:24:29 +0000 2017
2593126,"Compras navideñas, listas ✔
Gracias @116875 !!",2593125,"@734369 Hola, Viridiana. ¡Estamos felices de saber que has comprado tus regalos en Amazon México, muchas gracias por tu confianza! ^CB",Fri Nov 17 02:36:08 +0000 2017
922728,@AmazonHelp I've ordered through Amazon.. The product was received by the courier.. But they've said that they can't deliver to my home..,922727,@___Ananth___ That's uncertain! Please report this to our support team here: https://t.co/vlvfJr4nN9 &amp; we'll help you. ^BS,Sat Oct 21 12:08:28 +0000 2017
2439667,Clients @115821 attention à l'arnaque qui tourne par mail !!! https://t.co/UgGWLuJjw1,2439666,"@699738 Bonsoir, veuillez faire suivre le message à l’adresse suivante __email__ je vous prie. ^BR",Tue Nov 14 22:13:13 +0000 2017
2290432,"@AmazonHelp My recent orders aren't displaying in My Account, can you help?",2290429,"@665332 Sorry to hear that, please contact us here: https://t.co/Q7Ftz6nj80 so an agent can look into this for you. ^JJ",Sun Nov 12 07:41:08 +0000 2017
975030,@AmazonHelp @115850 so any update,975031,@343355 &amp; reply so that we can provide you an update. 2/2^EM,Mon Oct 23 07:43:02 +0000 2017
1505374,@AmazonHelp i think amazon have just took a random £1 off me? I have no idea why,1505372,"@165090 We're here to help! In most cases, a smaller amount, such as €1, is an authorization. Have you recently ordered an item? ^AL",Fri Nov 03 16:24:24 +0000 2017
841372,朝いきなりAmazon有料サイトてきたあ(＞＜)こわっいぃぃぃ https://t.co/EtCZ6oi0fU,841371,@320165 失礼します。こちらは当サイトからお送りしたものではございません。AmazonからSMSで未納料金などといったメールは送信いたしません。 ヘルプページでも注意喚起を行っておりますので、ご参照ください。https://t.co/k4jy2iTq1Y RI,Mon Oct 09 09:11:21 +0000 2017
575357,Hello @115821 where the heck is the cat tree I ordered for my cat’s birthday. It was supposed to be here yesterday,575356,@255380 Sorry to hear it has not arrived Jenna. Does the tracking give any info on when we expect it to be delivered? You can check tracking by clicking the link: https://t.co/Y5jpI9gRhE.^BZ,Sun Dec 03 07:59:41 +0000 2017
600271,@115830 really annoying Mr at this stage can't get a single issue resolved. Can I please have a contact number for customer service in Ireland,600270,@262359 We definitely don't want to disappoint you. You can contact us via phone by using this link: https://t.co/JzP7hlA23B ^KB,Sun Dec 03 20:54:16 +0000 2017
1306446,How’s my Thursday going? Well my amazon account got hacked and was charged $900... &amp; I’m honestly impressed bc I didn’t know I had $900,1306445,@425297 I'm sorry to hear about the unexpected charge! Please call us to ensure this is reported: https://t.co/jzvkhdlrK5 ^LR,Thu Oct 26 13:11:57 +0000 2017
790175,@AmazonHelp very funny..I have already contacted ur team two times but they are helpless..your delivery process sucks..order#216240052017,790178,@308429 I'm sorry about the situation. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG(1/2),Thu Oct 12 12:08:51 +0000 2017
945616,@AmazonHelp I have shared the details .please have a look.,945617,@344227 Thanks for letting us know that you've shared your details. Please allow us some time and we'll reach out to you. ^KA,Sun Oct 22 03:53:07 +0000 2017
318548,@115850 till now i have no confirmation about order even though guaranteed delivery !!,318547,@191577 Apologies for the trouble. Please drop your details here: https://t.co/0tMJUecoz6 we'll connect with you on this. ^RB,Sat Oct 07 08:13:31 +0000 2017
434588,"@AmazonHelp Amazon logestic team has arrived my house and talking roude,  that he has delivered to neibour itseems, and we don't no anyone there and",434589,"@218249 That's unexpected, I'm sorry. Please respond to the email you received from the social media team, we'll look into this. ^JC",Fri Oct 13 10:52:00 +0000 2017
350259,@115850 i place 2 Order # 406-0047227-2461909 &amp; 406-9046171-0664359. I select wrong delivery address by mistake. Plz update my address,350258,@199158 Our support team would be happy to help you with that. You may connect with them here: here: https://t.co/vlvfJr4nN9 ^HT,Sun Oct 08 08:07:00 +0000 2017
458905,@115821 you need better customer service reps.,458904,"@223983 Please be sure to leave feedback in the survey at the bottom of the e-mail sent after speaking with us. Once completed, these are sent to management for review to help with coaching opportunities. ^EP",Fri Dec 01 01:12:37 +0000 2017
900900,"これ今日2通目やねんけど
Amazonちゃうよな？
装ってるやつやんな。 https://t.co/oABRpkqJ5c",900899,"@333861 当サイトからそのようなＥメールをお送りすることはございませんので、記載されているURLはクリックなさらないようお気を付けください🙏
Eメールの見分け方については、こちらをご参照ください。https://t.co/r6R7EU9RIb YM",Sat Oct 21 04:51:14 +0000 2017
397417,@AmazonHelp Una reclamación por vuestra parte.,397419,"@210099 Entiendo. @210100, ¿podrían ayudarnos con esta entrega? Indícanos si no recibes respuesta, Brian. ^LG",Fri Oct 27 13:32:07 +0000 2017
1427864,"@115830 Yes, and surprisingly enough they don’t say ‘inside my bin’",1427863,"@383588 When you have a moment, please phone us here: https://t.co/JzP7hlA23B to report this delivery. ^LB",Mon Nov 06 15:33:27 +0000 2017
831080,@AmazonHelp Nope. They cancelled the one that was supposed to arrive 10/7. And will try to get the next subscription order out.,831081,@317905 I hope it arrives OK next time. ^KM,Fri Oct 13 06:54:46 +0000 2017
